Title,Genre,Rating,Votes,Duration
Touchdown,Action,6.8,14,1h 18m
Bhairadevi,Action,8.7,51,2h 14m
Hit List,Action,5.5,315,2h 5m
Zénithal,Action,5.4,85,1h 20m
Inanimate Insanity II: The Movie,Action,8.4,236,1h 46m
Sunfall,Action,2.4,40,1h 14m
The Wild Blade of Strangers,Action,6.2,116,1h 42m
Lolipop Gang,Action,N/A,116,1h 30m
Tales Beyond the Galaxy,Action,4.5,184,1h 16m
Second Life,Action,6.7,56,1h 45m
Neo-Dome,Action,6.6,18,15m
Fyre Rises,Action,6.4,324,1h 50m
Jacob Tyler,Action,4.1,64,2h 13m
The Mick and the Trick,Action,4.9,77,1h 36m
Camp Blood: Clown Shark,Action,3.2,88,1h 10m
The Slave and the Sorcerer,Action,6.7,41,1h 26m
The Circuit 4: Faith Fighter,Action,4.5,91,1h 30m
Naa Saami Ranga,Action,4.5,1200,2h 30m
Ghost Killer,Action,7.0,80,1h 45m
What Happens in Miami,Action,4.2,221,1h 30m
Saint Young Men: Holy Men vs Demon Army,Action,3.0,14,1h 33m
Chhota Bheem and the Curse of Damyaan,Action,4.8,2300,2h 25m
Death Game,Action,5.3,17,1h 27m
Dark Fusion,Action,8.5,236,1h 30m
Spirit Riser,Action,6.5,34,1h 38m
The Miranda Brothers,Action,4.4,191,1h 39m
Texas Twister,Action,2.5,160,1h 28m
Hakkenden,Action,6.0,80,2h 29m
Surrender,Action,7.8,15,2h 29m
The Deal,Action,8.6,28,2h 10m
Major Grom: The Game,Action,6.1,1900,2h 48m
Rang De Basanti,Action,4.9,161,2h 54m
Honeko Akabane's Bodyguards,Action,5.9,41,1h 57m
Game of Death: The Six Doors to Hell,Action,N/A,41,N/A
Fool Me Once Revenge on You,Action,7.0,10,N/A
Exorcism Chronicles: The Beginning,Action,6.4,120,1h 25m
Spider-Man: Final Swing,Action,7.9,11,2h 33m
Breaking and Re-entering,Action,5.8,454,1h 49m
Formed Police Unit,Action,4.5,481,2h
The Unbreakable Bunch,Action,7.5,30,R
Election,Action,5.8,804,2h
Tòkunbò,Action,3.9,299,1h 53m
Sathur,Action,7.9,10,N/A
Transformers Prime: Galavatron's Revenge,Action,3.8,13,1h 44m
Timuchin,Action,6.0,31,1h 18m
Itutumba ka ng tatay ko,Action,3.8,58,1h 49m
Average Student Nani,Action,7.4,2200,2h 18m
Star Abyss,Action,3.8,260,1h 26m
Tokusou Sentai Dekaranger 20th: Fireball Booster,Action,7.2,36,50m
Sarangadhariya,Action,8.3,3100,2h 30m
Marni: The Story of Wewe Gombel,Action,5.8,227,1h 59m
Soodhu Kavvum 2: Naatum Naatu Makkalum,Action,3.7,210,2h 9m
Iron Fighter,Action,3.7,65,1h 20m
The Desperate Chase,Action,5.5,66,1h 50m
Azotes de Barrio 2,Action,9.8,13,N/A
Memes & Nightmares,Action,5.7,90,1h 21m
Supplier Shankara,Action,9.3,72,2h 43m
Reloaded 2,Action,7.6,1200,45m
Inkabi,Action,4.6,82,1h 41m
Bandaa Singh Chaudhary,Action,6.1,5200,1h 53m
Thankamani,Action,4.6,231,2h 36m
Alligator Blood,Action,5.2,1100,N/A
Komandir,Action,6.4,531,2h 11m
Shekko,Action,6.0,589,2h
Bond of Justice: Kizuna Part I - Encounter,Action,5.6,20,1h 32m
Love You as the World Ends Final,Action,6.4,39,1h 55m
Mister Gates,Action,8.5,30,N/A
Detective Dee: Deadly Demon Monk,Action,6.9,60,1h 20m
